date,sid,name,open,high,low,close,amplitude,amplitude_ratio,capacity,transaction,turnover,foreign_dealers_buy,foreign_dealers_sell,foreign_dealers_total,investment_trust_buy,investment_trust_sell,investment_trust_total,dealer_buy,dealer_sell,dealer_total,institutional_investors_total
20200312,0050,元大台灣50,84.50,84.50,81.15,82.15,-3.15,-3.69,44910246,19425,3702402943,250250,23961000,-23710750,0,0,0,3505000,11489000,-7984000,-31694750
20200312,0051,元大中型100,32.25,32.25,30.47,30.63,-1.82,-5.61,107920,82,3333548,6000,5000,1000,0,0,0,14000,59000,-45000,-44000
20200312,0052,富邦科技,64.70,64.70,61.55,63.10,-1.60,-2.47,179511,65,11183291,5000,5000,0,0,0,0,117000,131000,-14000,-14000
20200312,0053,元大電子,38.05,38.05,36.47,36.57,-2.05,-5.31,43443,34,1604232,0,0,0,0,0,0,10000,31000,-21000,-21000
20200312,0054,元大台商50,21.71,21.71,21.04,21.04,-1.28,-5.73,4000,3,85750,0,0,0,0,0,0,0,4000,-4000,-4000
20200312,0055,元大MSCI金融,17.61,17.61,17.04,17.11,-0.74,-4.15,102982,85,1770468,1000,2000,-1000,0,0,0,25000,16000,9000,8000
20200312,0056,元大高股息,26.73,26.73,25.71,25.93,-1.04,-3.86,155640188,69580,4051650736,97030,23000,74030,0,0,0,1180000,138600000,-137420000,-137345970
20200312,0057,富邦摩台,55.15,55.15,53.20,53.45,-2.65,-4.72,33000,7,1761700,0,0,0,0,0,0,21000,32000,-11000,-11000
20200312,0061,元大寶滬深,18.00,18.20,17.79,17.92,-0.33,-1.81,732141,278,13119740,16000,0,16000,0,0,0,343000,101000,242000,258000
20200312,006203,元大MSCI台灣,38.72,38.72,37.98,38.21,-2.01,-5.0,12031,14,462624,0,2000,-2000,0,0,0,3000,9000,-6000,-8000
20200312,006204,永豐臺灣加權,53.00,53.00,52.00,52.00,-2.65,-4.85,11012,11,575721,0,0,0,0,0,0,8000,3000,5000,5000
20200312,006205,富邦上証,30.20,30.25,29.70,29.72,-0.80,-2.62,5205125,1675,155663329,1587000,0,1587000,0,0,0,3066000,1085000,1981000,3568000
20200312,006206,元大上證50,31.50,31.50,30.80,30.81,-0.79,-2.5,793926,132,24555963,467000,0,467000,0,0,0,241000,42000,199000,666000
20200312,006207,FH滬深,23.90,23.90,23.15,23.30,-0.58,-2.43,1242000,102,28938340,664000,24000,640000,0,0,0,537000,135000,402000,1042000
20200312,006208,富邦台50,48.45,48.45,46.65,47.00,-1.65,-3.39,2376511,1225,112561806,6000,6000,0,0,0,0,823000,1990000,-1167000,-1167000
20200312,00625K,富邦上証+R,6.99,6.99,6.99,6.99,-0.19,-2.65,50000,2,349500,0,0,0,0,0,0,50000,50000,0,0
20200312,00631L,元大台灣50正2,42.83,42.83,38.49,39.43,-3.99,-9.19,13307600,4136,537079164,43000,168000,-125000,0,0,0,4167000,5565000,-1398000,-1523000
20200312,00632R,元大台灣50反1,11.06,11.61,11.05,11.48,+0.50,4.55,336620824,29689,3816854284,81612000,2257000,79355000,0,0,0,106508000,104625000,1883000,81238000
20200312,00633L,富邦上証正2,42.98,43.02,41.08,41.54,-1.70,-3.93,23499398,4240,984456252,1700000,5098000,-3398000,0,0,0,5731000,8717000,-2986000,-6384000
20200312,00634R,富邦上証反1,5.87,5.99,5.85,5.94,+0.12,2.06,16504000,1447,97755770,649000,319000,330000,0,0,0,6086000,3101000,2985000,3315000
20200312,00635U,元大S&P黃金,23.38,23.49,23.22,23.24,-0.42,-1.78,4531302,1268,105593876,11000,265000,-254000,0,0,0,1141000,1321000,-180000,-434000
20200312,00636,國泰中國A50,21.00,21.00,20.50,20.59,-0.47,-2.23,2703905,950,55850176,259000,0,259000,0,0,0,1830000,85572,1744428,2003428
20200312,00636K,國泰中國A50+U,6.81,6.81,6.81,6.81,-0.25,-3.54,100,1,681,0,0,0,0,0,0,100,100,0,0
20200312,00637L,元大滬深300正2,16.46,16.52,15.75,15.93,-0.67,-4.04,142324975,14060,2286557000,4488000,23589000,-19101000,0,0,0,37982000,39138000,-1156000,-20257000
20200312,00638R,元大滬深300反1,11.83,12.06,11.80,11.98,+0.25,2.13,11530000,1758,137946060,2554000,0,2554000,0,0,0,2031000,1752000,279000,2833000
