date,sid,name,open,high,low,close,amplitude,amplitude_ratio,capacity,transaction,turnover,foreign_dealers_buy,foreign_dealers_sell,foreign_dealers_total,investment_trust_buy,investment_trust_sell,investment_trust_total,dealer_buy,dealer_sell,dealer_total,institutional_investors_total
20200106,0050,元大台灣50,97.05,97.10,96.40,96.40,-1.25,-1.28,9321768,4809,901060879,464100,4190000,-3725900,55000,0,55000,2067000,1561000,506000,-3164900
20200106,0051,元大中型100,35.30,35.30,35.10,35.10,-0.20,-0.57,13505,22,476428,0,1000,-1000,0,0,0,0,4000,-4000,-5000
20200106,0052,富邦科技,72.00,72.25,72.00,72.05,-0.80,-1.1,138657,66,10000429,5000,0,5000,0,0,0,72000,104000,-32000,-27000
20200106,0053,元大電子,42.20,42.20,42.00,42.04,-0.54,-1.27,18010,15,757084,0,0,0,0,0,0,0,7000,-7000,-7000
20200106,0054,元大台商50,24.81,24.82,24.81,24.81,-0.31,-1.23,3000,3,74440,0,0,0,0,0,0,0,3000,-3000,-3000
20200106,0055,元大MSCI金融,19.03,19.03,18.93,18.93,-0.10,-0.53,57810,42,1098813,0,0,0,0,0,0,0,15000,-15000,-15000
20200106,0056,元大高股息,29.18,29.18,28.95,28.96,-0.22,-0.75,12664714,6281,367299926,5068,4000,1068,20000,0,20000,70000,1091000,-1021000,-999932
20200106,0057,富邦摩台,61.50,61.50,61.25,61.25,-0.40,-0.65,24000,6,1470600,0,0,0,0,0,0,20000,24000,-4000,-4000
20200106,0061,元大寶滬深,18.75,18.95,18.63,18.91,+0.06,0.32,2060676,528,38736540,309000,0,309000,0,0,0,224000,103000,121000,430000
20200106,006203,元大MSCI台灣,45.49,45.49,45.08,45.20,-0.43,-0.94,10000,8,452370,0,1000,-1000,0,0,0,0,7000,-7000,-8000
20200106,006204,永豐臺灣加權,59.70,59.70,59.60,59.60,-0.40,-0.67,63000,5,3759000,0,0,0,0,0,0,61000,42000,19000,19000
20200106,006205,富邦上証,31.95,32.26,31.90,32.19,+0.11,0.34,2811562,567,90353329,0,0,0,0,0,0,2273000,1033000,1240000,1240000
20200106,006206,元大上證50,33.72,33.82,33.51,33.73,+0.01,0.03,851768,211,28720227,221000,1000,220000,0,0,0,467000,179403,287597,507597
20200106,006207,FH滬深,24.50,24.77,24.47,24.71,+0.11,0.45,2412140,185,59453019,22000,0,22000,0,0,0,2145000,310000,1835000,1857000
20200106,006208,富邦台50,53.80,53.80,53.55,53.65,-0.40,-0.74,934168,384,50152644,0,0,0,0,0,0,331000,745000,-414000,-414000
20200106,00625K,富邦上証+R,7.50,7.50,7.50,7.50,+0.06,0.81,50000,2,375000,0,0,0,0,0,0,50000,50000,0,0
20200106,00631L,元大台灣50正2,53.50,53.70,53.05,53.15,-1.05,-1.94,1933480,624,103136983,11000,0,11000,0,0,0,614000,656000,-42000,-31000
20200106,00632R,元大台灣50反1,10.01,10.05,9.98,10.04,+0.09,0.9,43897000,4051,439901286,39000,835000,-796000,0,0,0,19578000,7820000,11758000,10962000
20200106,00633L,富邦上証正2,50.25,51.00,50.00,50.65,0.00,0.00,11908500,2136,601935873,672000,302000,370000,0,0,0,5206000,2818000,2388000,2758000
20200106,00634R,富邦上証反1,5.65,5.66,5.60,5.63,+0.01,0.18,1321000,123,7431280,50000,0,50000,0,0,0,217000,519000,-302000,-252000
20200106,00635U,元大S&P黃金,22.46,22.64,22.46,22.61,+0.52,2.35,3339445,1307,75421121,232000,0,232000,0,0,0,131000,463000,-332000,-100000
20200106,00636,國泰中國A50,22.30,22.41,22.20,22.35,+0.03,0.13,2135593,529,47658724,702000,0,702000,0,0,0,790000,279000,511000,1213000
20200106,00636K,國泰中國A50+U,7.37,7.37,7.37,7.37,-0.07,-0.94,100,1,737,0,0,0,0,0,0,100,0,100,100
20200106,00637L,元大滬深300正2,19.42,19.60,19.26,19.47,-0.03,-0.15,89627647,8325,1744115219,9422000,58000,9364000,0,0,0,38698000,16147000,22551000,31915000
20200106,00638R,元大滬深300反1,11.32,11.36,11.28,11.31,0.00,0.00,519000,104,5874400,50000,0,50000,0,0,0,175000,166000,9000,59000
20200106,00639,富邦深100,11.40,11.57,11.37,11.54,+0.10,0.87,3456303,520,39760812,1101000,0,1101000,0,0,0,1431000,1061000,370000,1471000
20200106,00640L,富邦日本正2,22.10,22.10,21.85,22.01,-0.36,-1.61,874000,163,19222540,0,0,0,0,0,0,450000,655000,-205000,-205000
20200106,00641R,富邦日本反1,13.74,13.79,13.72,13.76,+0.08,0.58,243000,58,3342780,0,0,0,0,0,0,158000,117000,41000,41000
20200106,00642U,元大S&P石油,18.63,18.88,18.61,18.83,+0.43,2.34,6076611,1891,114053094,8000,672000,-664000,0,0,0,739000,2375000,-1636000,-2300000
