date,sid,name,open,high,low,close,amplitude,amplitude_ratio,capacity,transaction,turnover,foreign_dealers_buy,foreign_dealers_sell,foreign_dealers_total,investment_trust_buy,investment_trust_sell,investment_trust_total,dealer_buy,dealer_sell,dealer_total,institutional_investors_total
20200205,0050,元大台灣50,91.00,91.30,90.30,90.85,+0.25,0.28,6701508,4001,609037681,117000,1250000,-1133000,32000,0,32000,1795000,1372000,423000,-678000
20200205,0051,元大中型100,34.66,34.70,34.58,34.67,+0.16,0.46,15300,16,530260,2000,2000,0,0,0,0,6000,1000,5000,5000
20200205,0052,富邦科技,70.25,70.85,70.20,70.60,+0.35,0.5,138287,46,9767209,7000,6000,1000,0,0,0,102000,101000,1000,2000
20200205,0053,元大電子,40.59,40.74,40.53,40.53,-0.06,-0.15,13000,12,528530,0,0,0,0,0,0,7000,2000,5000,5000
20200205,0054,元大台商50,,,,,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
20200205,0055,元大MSCI金融,18.80,18.80,18.70,18.74,+0.12,0.64,22000,19,412690,0,0,0,0,0,0,0,3000,-3000,-3000
20200205,0056,元大高股息,28.24,28.25,28.00,28.08,-0.04,-0.14,13922740,6806,391204283,5000,0,5000,200000,0,200000,907000,2363000,-1456000,-1251000
20200205,0057,富邦摩台,59.30,59.55,59.30,59.55,+0.05,0.08,24000,6,1428450,0,0,0,0,0,0,21000,23000,-2000,-2000
20200205,0061,元大寶滬深,17.00,17.35,16.91,17.16,+0.25,1.48,2999289,689,51427312,524000,0,524000,0,0,0,683000,482000,201000,725000
20200205,006203,元大MSCI台灣,42.56,42.61,42.56,42.61,+0.03,0.07,2000,2,85170,1000,0,1000,0,0,0,0,1000,-1000,0
20200205,006204,永豐臺灣加權,57.50,57.55,57.50,57.55,+0.05,0.09,8000,2,460050,0,0,0,0,0,0,8000,0,8000,8000
20200205,006205,富邦上証,29.18,29.26,28.79,29.09,+0.35,1.22,3743816,681,108823147,1571000,0,1571000,0,0,0,1480000,1840000,-360000,1211000
20200205,006206,元大上證50,30.39,30.80,30.31,30.65,+0.44,1.46,1672178,308,51215438,860000,655000,205000,0,0,0,138000,403000,-265000,-60000
20200205,006207,FH滬深,22.59,22.72,22.31,22.61,+0.41,1.85,859000,110,19332670,329000,1000,328000,0,0,0,407000,675000,-268000,60000
20200205,006208,富邦台50,52.10,52.20,51.60,52.00,+0.15,0.29,821675,249,42744708,2000,2000,0,0,0,0,494000,685000,-191000,-191000
20200205,00625K,富邦上証+R,6.78,6.78,6.78,6.78,+0.08,1.19,50000,2,339000,0,0,0,0,0,0,50000,50000,0,0
20200205,00631L,元大台灣50正2,49.80,50.15,48.96,49.50,+0.12,0.24,3262855,1052,162051799,468000,5000,463000,60000,0,60000,792000,1217000,-425000,98000
