date,sid,name,open,high,low,close,amplitude,amplitude_ratio,capacity,transaction,turnover,foreign_dealers_buy,foreign_dealers_sell,foreign_dealers_total,investment_trust_buy,investment_trust_sell,investment_trust_total,dealer_buy,dealer_sell,dealer_total,institutional_investors_total
20200601,0050,元大台灣50,84.45,85.15,84.40,84.90,+0.45,0.53,8365321,4221,709979535,331000,210000,121000,23000,0,23000,4656000,1453000,3203000,3347000
20200601,0051,元大中型100,34.72,34.90,34.68,34.87,+0.34,0.98,18300,14,636760,1000,1000,0,0,0,0,7000,6000,1000,1000
20200601,0052,富邦科技,64.10,64.35,64.10,64.35,+1.00,1.58,128357,25,8250238,0,0,0,0,15000,-15000,116000,101000,15000,0
20200601,0053,元大電子,38.77,39.15,38.77,39.05,+0.48,1.24,31000,18,1210990,0,0,0,0,0,0,27000,0,27000,27000
20200601,0054,元大台商50,23.20,23.46,23.20,23.40,+0.30,1.3,18000,9,420930,0,0,0,0,0,0,17000,1000,16000,16000
20200601,0055,元大MSCI金融,17.29,17.42,17.25,17.38,+0.13,0.75,45000,34,781580,0,0,0,0,0,0,16000,0,16000,16000
20200601,0056,元大高股息,27.87,28.05,27.87,28.05,+0.19,0.68,20312631,7394,569046686,30000,39406,-9406,0,0,0,9638000,664000,8974000,8964594
20200601,0057,富邦摩台,56.10,56.15,55.75,56.15,+0.35,0.63,519000,11,29002950,0,0,0,0,0,0,519000,519000,0,0
20200601,0061,元大寶滬深,17.02,17.59,17.02,17.54,+0.52,3.06,1412140,384,24599413,2000,2000,0,0,0,0,706000,208000,498000,498000
20200601,006203,元大MSCI台灣,39.87,39.88,39.85,39.88,+0.52,1.32,4000,4,159460,0,0,0,0,0,0,4000,1000,3000,3000
20200601,006204,永豐臺灣加權,55.40,55.40,55.30,55.30,+0.70,1.28,22035,5,1218642,0,0,0,0,0,0,22000,21000,1000,1000
20200601,006205,富邦上証,28.41,29.19,28.41,29.18,+0.77,2.71,3256308,335,94437946,1228000,511000,717000,0,0,0,1884000,1830000,54000,771000
20200601,006206,元大上證50,29.75,30.45,29.75,30.42,+0.67,2.25,837280,174,25321392,235000,12000,223000,0,0,0,569000,442000,127000,350000
20200601,006207,FH滬深,22.30,22.95,22.30,22.94,+0.67,3.01,794000,125,18028850,19000,166000,-147000,0,0,0,309000,347000,-38000,-185000
20200601,006208,富邦台50,48.25,48.66,48.25,48.56,+0.33,0.68,911578,369,44274241,11000,15000,-4000,0,0,0,702000,471000,231000,227000
20200601,00625K,富邦上証+R,7.00,7.00,6.98,6.98,+0.16,2.35,51000,3,356000,0,0,0,0,0,0,51000,51000,0,0
20200601,00631L,元大台灣50正2,45.05,45.83,44.94,45.56,+0.89,1.99,7199259,2294,327797843,785000,950000,-165000,0,0,0,2653000,950000,1703000,1538000
20200601,00632R,元大台灣50反1,10.14,10.15,10.04,10.07,-0.13,-1.27,120780558,11152,1217706740,2962000,5854000,-2892000,0,0,0,24551000,49041000,-24490000,-27382000
