date,sid,name,open,high,low,close,amplitude,amplitude_ratio,capacity,transaction,turnover,foreign_dealers_buy,foreign_dealers_sell,foreign_dealers_total,investment_trust_buy,investment_trust_sell,investment_trust_total,dealer_buy,dealer_sell,dealer_total,institutional_investors_total
20200706,0050,元大台灣50,93.20,94.30,93.20,94.15,+1.60,1.73,14469339,8897,1358063416,1954170,45250,1908920,0,0,0,7085000,985000,6100000,8008920
20200706,0051,元大中型100,38.62,39.17,38.62,39.17,+0.93,2.43,49607,51,1935041,1000,2000,-1000,0,0,0,16000,10000,6000,5000
20200706,0052,富邦科技,73.00,74.25,73.00,74.15,+1.75,2.42,259278,100,19141908,0,1000,-1000,0,0,0,160000,151000,9000,8000
20200706,0053,元大電子,43.75,44.40,43.75,44.40,+0.95,2.19,40000,25,1768910,0,0,0,0,0,0,7000,8000,-1000,-1000
20200706,0054,元大台商50,25.71,25.93,25.71,25.90,+0.40,1.57,231113,20,5955814,0,0,0,0,0,0,229000,2000,227000,227000
20200706,0055,元大MSCI金融,18.12,18.32,18.12,18.32,+0.26,1.44,90015,51,1645114,0,0,0,0,0,0,8000,13000,-5000,-5000
20200706,0056,元大高股息,29.47,29.83,29.47,29.83,+0.50,1.7,40108006,17225,1191125597,9000,10000,-1000,0,124000,-124000,21352000,0,21352000,21227000
20200706,0057,富邦摩台,62.10,62.40,62.05,62.35,+1.00,1.63,104000,17,6467350,0,0,0,0,0,0,100000,93000,7000,7000
20200706,0061,元大寶滬深,19.45,20.50,19.33,20.37,+1.22,6.37,8558140,2265,171728325,2155000,200000,1955000,0,0,0,4842000,272000,4570000,6525000
20200706,006203,元大MSCI台灣,43.95,44.40,43.95,44.40,+0.75,1.72,14231,15,628652,1000,0,1000,0,0,0,12000,0,12000,13000
20200706,006204,永豐臺灣加權,60.05,60.75,60.05,60.75,+1.05,1.76,8080,11,487950,0,0,0,0,0,0,5000,3000,2000,2000
20200706,006205,富邦上証,31.85,33.85,31.85,33.69,+2.01,6.34,10046710,3336,333868629,2188000,52000,2136000,0,900000,-900000,5243227,2036000,3207227,4443227
20200706,006206,元大上證50,32.85,35.06,32.85,34.89,+2.17,6.63,3867128,889,132915302,616000,40000,576000,0,0,0,2459000,1551000,908000,1484000
20200706,006207,FH滬深,25.17,26.66,25.17,26.53,+1.36,5.4,3597377,617,93801670,1184000,24000,1160000,0,0,0,2313000,1851000,462000,1622000
20200706,006208,富邦台50,52.90,53.85,52.90,53.75,+0.95,1.8,1889538,848,101348639,1000,2000,-1000,0,0,0,912000,862000,50000,49000
20200706,00625K,富邦上証+R,7.79,8.08,7.79,8.08,+0.43,5.62,52000,3,419580,0,0,0,0,0,0,52000,50000,2000,2000
20200706,00631L,元大台灣50正2,54.75,56.00,54.65,55.95,+2.05,3.8,7844493,1615,435961258,200000,648000,-448000,0,0,0,2320000,3046000,-726000,-1174000
