date,sid,name,open,high,low,close,amplitude,amplitude_ratio,capacity,transaction,turnover,foreign_dealers_buy,foreign_dealers_sell,foreign_dealers_total,investment_trust_buy,investment_trust_sell,investment_trust_total,dealer_buy,dealer_sell,dealer_total,institutional_investors_total
20200427,0050,元大台灣50,82.15,82.60,81.65,82.55,+1.65,2.04,13917724,5005,1144296195,1919089,220000,1699089,0,0,0,7702000,2781000,4921000,6620089
20200427,0051,元大中型100,31.87,32.17,31.87,32.17,+0.59,1.87,30070,19,962469,0,0,0,0,0,0,28000,0,28000,28000
20200427,0052,富邦科技,63.30,64.00,63.30,63.75,+1.20,1.92,139169,58,8861743,0,0,0,0,0,0,93000,96000,-3000,-3000
20200427,0053,元大電子,37.56,38.00,37.56,38.00,+0.70,1.88,9000,8,339840,0,0,0,0,0,0,6000,1000,5000,5000
20200427,0054,元大台商50,21.53,21.70,21.53,21.70,0.00,0.00,6000,5,129690,0,0,0,0,0,0,6000,0,6000,6000
20200427,0055,元大MSCI金融,16.36,16.38,16.27,16.38,+0.18,1.11,58000,23,948340,1000,2000,-1000,0,0,0,16000,20000,-4000,-5000
20200427,0056,元大高股息,26.68,26.81,26.50,26.79,+0.46,1.75,25093073,9275,669464667,40000,46000,-6000,198000,0,198000,12321000,590000,11731000,11923000
20200427,0057,富邦摩台,53.50,54.00,53.35,54.00,+1.00,1.89,33000,6,1776800,0,0,0,0,0,0,28000,25000,3000,3000
20200427,0061,元大寶滬深,17.13,17.21,17.08,17.19,+0.20,1.18,310050,124,5323000,81000,4000,77000,0,0,0,135000,20000,115000,192000
20200427,006203,元大MSCI台灣,38.61,38.63,38.61,38.63,+0.76,2.01,3000,3,115850,0,0,0,0,0,0,0,3000,-3000,-3000
20200427,006204,永豐臺灣加權,52.00,52.65,52.00,52.65,+1.25,2.43,2000,2,104650,0,0,0,0,0,0,1000,1000,0,0
20200427,006205,富邦上証,28.73,28.78,28.55,28.75,+0.32,1.13,1620207,178,46527544,0,11000,-11000,0,0,0,1164000,910000,254000,243000
20200427,006206,元大上證50,29.95,30.20,29.80,30.17,+0.43,1.45,234356,107,7041000,51000,2000,49000,0,0,0,86000,93000,-7000,42000
20200427,006207,FH滬深,22.31,22.39,22.16,22.32,+0.17,0.77,256152,31,5692396,1000,82000,-81000,0,0,0,246000,63000,183000,102000
20200427,006208,富邦台50,46.85,47.31,46.78,47.31,+0.92,1.98,1073523,379,50564160,1105,0,1105,0,0,0,409000,773000,-364000,-362895
20200427,00625K,富邦上証+R,6.82,6.82,6.82,6.82,+0.04,0.59,50000,2,341000,0,0,0,0,0,0,50000,50000,0,0
20200427,00631L,元大台灣50正2,40.44,41.58,40.28,41.57,+2.14,5.43,14995950,3779,614977448,799000,438000,361000,0,0,0,5602000,3633000,1969000,2330000
20200427,00632R,元大台灣50反1,10.80,10.85,10.65,10.65,-0.30,-2.74,203253886,19552,2179741026,1648000,1683000,-35000,0,0,0,39729000,81552000,-41823000,-41858000
20200427,00633L,富邦上証正2,39.59,40.40,39.39,40.10,+1.00,2.56,15485058,2597,619305194,851000,233000,618000,0,0,0,9626000,2212000,7414000,8032000
20200427,00634R,富邦上証反1,5.97,5.97,5.87,5.87,-0.11,-1.84,4463075,371,26308032,245000,158000,87000,0,0,0,1441000,1101000,340000,427000
20200427,00635U,元大S&P黃金,24.71,24.73,24.65,24.70,-0.05,-0.2,1248729,449,30828445,1000,0,1000,0,0,0,364000,319000,45000,46000
20200427,00636,國泰中國A50,20.02,20.04,19.80,19.97,+0.24,1.22,1848920,371,36929980,328000,0,328000,0,0,0,1184000,1061000,123000,451000
20200427,00636K,國泰中國A50+U,6.67,6.67,6.67,6.67,+0.13,1.99,100,1,667,0,0,0,0,0,0,100,100,0,0
20200427,00637L,元大滬深300正2,15.18,15.57,15.17,15.47,+0.41,2.72,101407350,8654,1562562134,24066000,313000,23753000,0,0,0,45671000,13369000,32302000,56055000
20200427,00638R,元大滬深300反1,12.00,12.01,11.84,11.88,-0.19,-1.57,1160000,294,13798300,129000,11000,118000,0,0,0,298000,362000,-64000,54000
20200427,00639,富邦深100,10.95,10.99,10.84,10.95,+0.07,0.64,1437209,143,15730001,36000,22000,14000,0,0,0,1028000,951000,77000,91000
20200427,00640L,富邦日本正2,15.58,15.86,15.51,15.85,+0.59,3.87,1123000,261,17617740,8000,0,8000,0,0,0,919000,344000,575000,583000
20200427,00641R,富邦日本反1,15.46,15.50,15.30,15.30,-0.32,-2.05,1218000,298,18741020,0,0,0,0,0,0,537000,299000,238000,238000
20200427,00642U,元大S&P石油,7.90,7.92,7.81,7.88,-0.12,-1.5,44596516,9737,351110917,7000,3000,4000,0,0,0,1583000,12542000,-10959000,-10955000
20200427,00643,群益深証中小,13.20,13.20,13.05,13.18,+0.08,0.61,821827,173,10793609,328000,86000,242000,0,0,0,246000,318000,-72000,170000
20200427,00643K,群益深証中小+R,,,,,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
20200427,00645,富邦日本,18.61,18.85,18.61,18.85,+0.39,2.11,127192,28,2379058,0,0,0,0,0,0,78000,91000,-13000,-13000
20200427,00646,元大S&P500,26.00,26.31,25.92,26.29,+0.79,3.1,841159,435,21961665,84000,0,84000,0,0,0,232000,106000,126000,210000
20200427,00647L,元大S&P500正2,30.03,30.74,29.94,30.74,+1.94,6.74,1891030,515,57194167,32000,23000,9000,0,0,0,1190000,453000,737000,746000
20200427,00648R,元大S&P500反1,11.73,11.75,11.58,11.59,-0.42,-3.5,3132100,786,36536588,0,0,0,0,0,0,388000,1260000,-872000,-872000
