date,sid,name,open,high,low,close,amplitude,amplitude_ratio,capacity,transaction,turnover,foreign_dealers_buy,foreign_dealers_sell,foreign_dealers_total,investment_trust_buy,investment_trust_sell,investment_trust_total,dealer_buy,dealer_sell,dealer_total,institutional_investors_total
20200311,0050,元大台灣50,86.45,86.55,85.05,85.30,-1.00,-1.16,15306570,7642,1315633871,28000,6831000,-6803000,45000,0,45000,651000,4691000,-4040000,-10798000
20200311,0051,元大中型100,33.05,33.05,32.45,32.45,-0.13,-0.4,14330,17,468601,1000,1000,0,0,0,0,0,4000,-4000,-4000
20200311,0052,富邦科技,66.50,66.55,64.70,64.70,-1.80,-2.71,160287,57,10546105,6000,5000,1000,0,0,0,103000,147000,-44000,-43000
20200311,0053,元大電子,39.05,39.05,38.62,38.62,-0.29,-0.75,65000,25,2515340,0,0,0,0,0,0,49000,12000,37000,37000
20200311,0054,元大台商50,22.36,22.46,22.32,22.32,+0.03,0.13,13082,6,292341,0,0,0,0,0,0,1000,12000,-11000,-11000
20200311,0055,元大MSCI金融,17.89,18.10,17.82,17.85,-0.11,-0.61,33288,30,596454,1000,0,1000,0,0,0,6000,7000,-1000,0
20200311,0056,元大高股息,27.34,27.39,26.93,26.97,-0.28,-1.03,38279695,18838,1039685613,31300,3000,28300,0,0,0,58000,29361000,-29303000,-29274700
20200311,0057,富邦摩台,56.30,56.30,56.10,56.10,+0.10,0.18,24000,6,1347000,0,0,0,0,0,0,22000,20000,2000,2000
20200311,0061,元大寶滬深,18.36,18.55,18.24,18.25,-0.07,-0.38,577000,188,10611080,5000,1000,4000,0,0,0,368000,73000,295000,299000
20200311,006203,元大MSCI台灣,40.08,40.22,40.08,40.22,+0.19,0.47,3000,3,120520,1000,1000,0,0,0,0,0,1000,-1000,-1000
20200311,006204,永豐臺灣加權,54.90,54.90,54.65,54.65,-0.10,-0.18,2004,3,109790,0,0,0,0,0,0,0,2000,-2000,-2000
20200311,006205,富邦上証,31.00,31.01,30.50,30.52,-0.24,-0.78,1647194,238,50573996,293000,21000,272000,0,0,0,1059000,1292000,-233000,39000
20200311,006206,元大上證50,31.95,32.01,31.57,31.60,-0.35,-1.1,140454,52,4467760,38000,16000,22000,0,0,0,57000,0,57000,79000
20200311,006207,FH滬深,24.09,24.13,23.88,23.88,-0.19,-0.79,428384,163,10299463,187000,64000,123000,0,0,0,178000,19000,159000,282000
20200311,006208,富邦台50,49.28,49.48,48.60,48.65,-0.59,-1.2,1630222,626,80148339,4100,4000,100,0,0,0,479000,1456000,-977000,-976900
20200311,00625K,富邦上証+R,7.18,7.18,7.18,7.18,+0.07,0.98,50000,2,359000,0,0,0,0,0,0,50000,50000,0,0
20200311,00631L,元大台灣50正2,44.71,45.05,43.39,43.42,-1.30,-2.91,5212909,1545,230898831,16000,7000,9000,0,0,0,2652000,1139000,1513000,1522000
20200311,00632R,元大台灣50反1,10.80,10.99,10.74,10.98,+0.20,1.86,176745963,9046,1918178039,49946000,9894000,40052000,0,0,0,30311000,102468000,-72157000,-32105000
20200311,00633L,富邦上証正2,44.56,44.80,43.15,43.24,-0.69,-1.57,18218600,3266,799557398,989000,2979000,-1990000,0,0,0,5187000,5419000,-232000,-2222000
20200311,00634R,富邦上証反1,5.73,5.83,5.70,5.82,+0.09,1.57,6206000,559,35775770,897000,100000,797000,0,0,0,2533000,1367000,1166000,1963000
20200311,00635U,元大S&P黃金,23.55,23.66,23.50,23.66,+0.10,0.42,1424406,554,33586387,0,219000,-219000,0,0,0,157000,302000,-145000,-364000
20200311,00636,國泰中國A50,21.29,21.46,21.06,21.06,-0.21,-0.99,1057025,440,22400166,63000,108000,-45000,0,0,0,521000,293995,227005,182005
20200311,00636K,國泰中國A50+U,7.06,7.06,7.06,7.06,+0.11,1.58,100,1,706,0,0,0,0,0,0,100,100,0,0
20200311,00637L,元大滬深300正2,17.12,17.20,16.56,16.60,-0.28,-1.66,117892426,10827,1988588074,16377000,9159000,7218000,0,0,0,23164000,39599000,-16435000,-9217000
20200311,00638R,元大滬深300反1,11.56,11.74,11.51,11.73,+0.14,1.21,2958000,518,34400480,365000,20000,345000,0,0,0,1198000,235000,963000,1308000
20200311,00639,富邦深100,12.10,12.12,11.87,11.89,-0.09,-0.75,1779907,244,21307846,106000,68000,38000,0,0,0,1177000,929000,248000,286000
20200311,00640L,富邦日本正2,15.03,15.13,14.58,14.64,-0.42,-2.79,2911000,494,43209830,46000,0,46000,0,0,0,1138000,847000,291000,337000
20200311,00641R,富邦日本反1,16.38,16.68,16.37,16.68,+0.33,2.02,1995000,347,32960370,26000,766000,-740000,0,0,0,140000,623000,-483000,-1223000
20200311,00642U,元大S&P石油,11.37,11.85,11.37,11.55,+0.24,2.12,106276908,20383,1240940889,361000,181000,180000,0,0,0,3739000,14095000,-10356000,-10176000
20200311,00643,群益深証中小,14.50,14.57,14.30,14.30,-0.17,-1.17,1202964,348,17358895,337000,217000,120000,0,0,0,249000,35000,214000,334000
