date,sid,name,open,high,low,close,amplitude,amplitude_ratio,capacity,transaction,turnover,foreign_dealers_buy,foreign_dealers_sell,foreign_dealers_total,investment_trust_buy,investment_trust_sell,investment_trust_total,dealer_buy,dealer_sell,dealer_total,institutional_investors_total
20200413,0050,元大台灣50,79.00,79.40,78.55,78.80,-0.50,-0.63,7430914,4389,586896106,143000,687000,-544000,106000,0,106000,871000,2863000,-1992000,-2430000
20200413,0051,元大中型100,30.80,30.80,30.07,30.49,+0.17,0.56,300304,51,9149931,0,0,0,0,0,0,257000,264000,-7000,-7000
20200413,0052,富邦科技,61.20,61.40,61.05,61.30,+0.10,0.16,121816,26,7456773,1000,1000,0,0,0,0,100000,113000,-13000,-13000
20200413,0053,元大電子,35.94,36.14,35.80,35.88,+0.02,0.06,18081,20,650590,0,0,0,0,0,0,3000,10000,-7000,-7000
20200413,0054,元大台商50,20.86,20.86,20.75,20.75,-0.21,-1.0,2000,2,41610,0,0,0,0,0,0,1000,1000,0,0
20200413,0055,元大MSCI金融,16.53,16.53,15.99,16.17,-0.07,-0.43,36000,27,582180,0,0,0,0,0,0,10000,5000,5000,5000
20200413,0056,元大高股息,25.73,25.77,25.51,25.68,-0.05,-0.19,16402804,7941,421335596,413000,29000,384000,103000,0,103000,1168000,3149000,-1981000,-1494000
20200413,0057,富邦摩台,51.75,51.80,51.70,51.80,-0.10,-0.19,24000,6,1242850,0,0,0,0,0,0,21000,23000,-2000,-2000
20200413,0061,元大寶滬深,17.01,17.06,16.94,16.98,-0.08,-0.47,219000,121,3719180,0,3000,-3000,0,0,0,5000,1000,4000,1000
20200413,006203,元大MSCI台灣,36.95,37.09,36.90,36.94,-0.06,-0.16,121000,12,4484340,1000,0,1000,0,0,0,116000,119000,-3000,-2000
20200413,006204,永豐臺灣加權,50.55,50.55,50.55,50.55,+0.10,0.2,3000,3,151650,0,0,0,0,0,0,0,3000,-3000,-3000
20200413,006205,富邦上証,28.46,28.46,28.21,28.21,-0.24,-0.84,2312717,671,65338047,0,84000,-84000,0,0,0,1991000,1017000,974000,890000
20200413,006206,元大上證50,29.65,29.65,29.50,29.50,-0.19,-0.64,244148,59,7219490,1000,67000,-66000,0,0,0,187000,2000,185000,119000
20200413,006207,FH滬深,22.10,22.10,21.91,21.92,-0.11,-0.5,157000,38,3450850,17000,56000,-39000,0,0,0,121000,46000,75000,36000
20200413,006208,富邦台50,45.39,45.45,45.01,45.16,-0.18,-0.4,839911,303,37982000,0,0,0,0,0,0,418000,697000,-279000,-279000
